Identifiant_Client,Marque,Usage,CSP,Puissance,Valeur,Zone_tarif,Statut_marital,Année_permis,Mode_garage,Age,Ancienneté_véhicule,Ancienneté_contrat,Type_assurance,Sinistre
1445472,Peugeot,Privé & trajet travail,Employés (E),9,7,3,Célibataire,1995,Non,37,13,4,Tiers,Accident
1445639,Citroën,Privé,Professions intermédiaires (PI),8,11,2,Marié,1964,Non,73,11,13,Tous risques,Aucun accident
1445742,Renault,Privé,Employés (E),6,8,2,Marié,1971,Non,60,13,14,Tous risques,Aucun accident
1445863,Toyota,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),11,18,8,Marié,1992,Oui,46,9,5,Tous risques sérénité,Aucun accident
1445881,Peugeot,Privé,Cadres et professions intellectuelles supérieures (CPIS),5,4,3,Marié,1972,Non,61,16,15,Tous risques,Aucun accident
1446246,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,3,3,Célibataire,2001,Non,30,11,4,Tous risques,Accident
1447091,Fiat,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),7,11,5,Inconnu, ,Oui, ,4,4,Tous risques,Aucun accident
1447782,Chrysler,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",9,11,7,Marié,1987,Oui,44,6,7,Tous risques sérénité,Aucun accident
1447830,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,3,5,Marié,1981,Non,49,10,7,Tous risques,Aucun accident
1448209,Renault,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",3,1,3,Marié,1976,Non,58,4,4,Tous risques,Aucun accident
1449044,Peugeot,Privé & Professionnel,Agriculteurs exploitants (AE),5,4,2,Marié,1973,Oui,64,18,26,Tiers,Aucun accident
1449085,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),7,5,5,Marié,1989,Non,41,7,4,Tous risques,Aucun accident
1449909,Citroën,Privé & Professionnel,Professions intermédiaires (PI),10,13,9,Inconnu,1968,Non, ,9,9,Tous risques sérénité,Aucun accident
1450232,Renault,Privé & Professionnel,Agriculteurs exploitants (AE),6,5,3,Célibataire,2004,Non,29,13,6,Tiers,Aucun accident
1451485,Fiat,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),7,16,4,Inconnu,1981,Non,52,7,13,Tous risques sérénité,Aucun accident
1451968,Renault,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",4,4,5,Marié,1983,Oui,48,12,13,Tous risques,Aucun accident
1453114,Citroën,Privé & trajet travail,Employés (E),8,8,3,Marié,1979,Oui,55,7,7,Tous risques sérénité,Aucun accident
1453310,Citroën,Privé,Retraités  (R),4,5,7,Marié,1994,Non,80,15,18,Tous risques sérénité,Aucun accident
1453457,Peugeot,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),9,7,3,Marié,1990,Oui,40,5,6,Tous risques sérénité,Aucun accident
1453598,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,10,3,Célibataire,2002,Non,31,8,8,Tous risques,Accident
1453711,Peugeot,Privé,Retraités  (R),5,4,3,Marié,1979,Oui,71,15,5,Tous risques sérénité,Aucun accident
1454614,Citroën,Privé & Professionnel,Agriculteurs exploitants (AE),2,2,3,Marié,1949,Oui,85,12,10,Tous risques,Aucun accident
1454965,Audi,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),10,10,2,Marié,1978,Non,52,10,14,Tous risques,Aucun accident
1455026,Fiat,Privé & trajet travail,Employés (E),9,10,5,Divorcé,2001,Non,32,16,4,Tous risques,Accident
1455046,Nissan,Privé,Retraités  (R),7,9,3,Inconnu,1970,Oui,68,8,17,Tous risques sérénité,Aucun accident
1455318,Peugeot,Privé & trajet travail,Ouvriers (O),6,5,4,Marié,1969,Non,61,16,7,Tous risques,Aucun accident
1455969,Honda,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),11,18,5,Marié,1976,Oui,54,7,4,Tous risques,Aucun accident
1456136,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,2,6,Marié,1990,Non,42,5,5,Tous risques,Aucun accident
1456236,Peugeot,Privé,Retraités  (R),6,5,3,Marié,1980,Oui,64,9,9,Tiers,Aucun accident
1456403,Citroën,Privé,Cadres et professions intellectuelles supérieures (CPIS),5,3,5,Inconnu,1996,Non,34,7,5,Tous risques sérénité,Accident
1456526,Fiat,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,10,5,Célibataire,1998,Non,34,7,6,Tous risques,Aucun accident
1457603,Renault,Privé,Professions intermédiaires (PI),5,4,2,Divorcé,1970,Non,67,11,9,Tiers,Aucun accident
1459493,Peugeot,Privé & Professionnel,Agriculteurs exploitants (AE),5,9,2,Marié,1995,Oui,37,17,5,Tous risques,Aucun accident
1459711,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,6,5,Marié,1990,Non,42,14,11,Tous risques,Aucun accident
1460516,Porsche,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,6,5,Marié,1993,Oui,39,5,7,Tous risques sérénité,Aucun accident
1460844,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,2,1,Célibataire,2007,Oui,23,15,5,Tous risques sérénité,Aucun accident
1460921,Citroën,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),2,2,2,Marié,1970,Non,68,17,35,Tous risques sérénité,Aucun accident
1460923,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),2,1,2,Inconnu,1991,Non,40,15,13,Tiers,Aucun accident
1461020,Chrysler,Privé & trajet travail,Employés (E),9,12,5,Inconnu,1990,Oui,41,7,13,Tiers,Aucun accident
1461954,Ford,Privé,Retraités  (R),7,8,3,Marié,1977,Oui,61,16,7,Tous risques,Aucun accident
1462403,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,4,7,Célibataire,1998,Non,32,14,12,Tous risques,Accident
1462423,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,4,3,Célibataire,1992,Non,39,7,20,Tous risques sérénité,Accident
1462807,Renault,Privé & Professionnel,Agriculteurs exploitants (AE),2,3,3,Inconnu,1992,Non,41,15,5,Tous risques,Aucun accident
1462893,Ford,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,8,3,Célibataire,2002,Oui,29,13,4,Tous risques sérénité,Aucun accident
1462897,Peugeot,Privé,Retraités  (R),5,5,5,Marié,1969,Oui,81,8,8,Tous risques,Aucun accident
1463677,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,5,3,Célibataire,2001,Non,31,13,11,Tous risques,Accident
1463742,Renault,Privé,Cadres et professions intellectuelles supérieures (CPIS),8,7,3,Marié,1988,Non,55,11,6,Tiers,Aucun accident
1464149,Ford,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,9,6,Célibataire,1981,Oui,55,7,7,Tous risques,Aucun accident
1464701,Smart,Privé & trajet travail,Professions intermédiaires (PI),7,8,3,Marié,1984,Non,48,4,9,Tous risques sérénité,Aucun accident
1465971,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,5,Marié,1990,Non,41,17,4,Tiers,Aucun accident
1466829,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,8,5,Marié,1995,Non,36,18,15,Tous risques,Accident
1466874,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,5,4,Marié,1998,Oui,33,9,8,Tous risques,Aucun accident
1467790,Renault,Privé & Professionnel,Agriculteurs exploitants (AE),3,2,4,Marié,1999,Oui,31,5,5,Tous risques,Accident
1468826,Renault,Privé & trajet travail,"Artisans, commerçants et chefs d’entreprise (ACCE)",10,12,2,Marié,1997,Oui,34,5,7,Tous risques sérénité,Accident
1469897,Citroën,Privé & Professionnel,Agriculteurs exploitants (AE),4,2,4,Marié,1993,Oui,38,6,19,Tous risques,Aucun accident
1470627,Renault,Privé,Professions intermédiaires (PI),8,8,2,Marié,1967,Non,70,7,18,Tiers,Aucun accident
1471268,Renault,Privé,Employés (E),2,3,3,Marié,1987,Non,48,13,9,Tous risques,Aucun accident
1471337,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,4,2,Marié,1989,Oui,42,10,15,Tiers,Aucun accident
1472017,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,6,5,Marié,1989,Oui,55,7,5,Tous risques,Aucun accident
1472388,Ford,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",8,12,3,Marié,1981,Non,52,14,5,Tous risques,Aucun accident
1473278,Renault,Privé & trajet travail,Employés (E),6,6,4,Marié,1976,Oui,70,7,7,Tous risques,Aucun accident
1473705,Renault,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",5,8,7,Marié,1986,Oui,45,4,4,Tous risques sérénité,Aucun accident
1473746,Fiat,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,6,8,Marié,2000,Non,30,8,6,Tous risques,Aucun accident
1473917,Fiat,Privé & trajet travail,Employés (E),5,5,2,Marié,1979,Non,56,4,33,Tiers,Aucun accident
1474912,Renault,Privé,Cadres et professions intellectuelles supérieures (CPIS),6,5,2,Célibataire,1977,Oui,54,8,12,Tous risques,Aucun accident
1475140,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),6,5,2,Marié,1989,Oui,41,5,18,Tiers,Aucun accident
1475229,Citroën,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),8,8,5,Marié,1981,Oui,53,8,4,Tous risques,Aucun accident
1476253,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),11,15,8,Inconnu, ,Non, ,9,4,Tous risques,Aucun accident
1477289,Ford,Privé & Professionnel,Agriculteurs exploitants (AE),5,6,2,Célibataire,1975,Oui,60,4,4,Tous risques sérénité,Aucun accident
1477341,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,5,4,Célibataire,2002,Oui,29,11,6,Tous risques,Accident
1479473,Renault,Privé,Retraités  (R),4,3,7,Célibataire,1977,Oui,73,10,4,Tiers,Aucun accident
1479594,Citroën,Privé,Retraités  (R),7,7,5,Célibataire,1973,Non,70,6,39,Tous risques,Aucun accident
1479908,Volkswagen,Privé & trajet travail,Employés (E),3,3,4,Marié,1983,Non,47,6,5,Tous risques,Aucun accident
1480386,Peugeot,Privé & Professionnel,Employés (E),10,10,8,Marié,1993,Oui,39,8,11,Tous risques,Aucun accident
1480521,Toyota,Privé,Retraités  (R),9,16,3,Marié,1967,Oui,64,10,14,Tiers,Aucun accident
1481285,Citroën,Privé & trajet travail,Employés (E),9,10,4,Marié,1987,Oui,44,9,4,Tiers,Aucun accident
1482088,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),11,16,4,Célibataire,1995,Oui,36,5,5,Tous risques sérénité,Aucun accident
1483224,Toyota,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,15,7,Marié,1992,Non,47,19,5,Tiers,Accident
1483889,Renault,Privé,Retraités  (R),9,11,5,Marié,1978,Oui,77,20,11,Tous risques,Aucun accident
1484120,Ford,Privé & Professionnel,Ouvriers (O),8,12,5,Marié,1988,Oui,43,6,4,Tous risques sérénité,Aucun accident
1484132,Ford,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,9,3,Marié,1991,Oui,40,5,5,Tiers,Aucun accident
1484385,Fiat,Privé & trajet travail,Employés (E),4,4,5,Marié,1992,Non,39,14,7,Tous risques,Aucun accident
1485204,Peugeot,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),8,10,4,Inconnu, ,Oui, ,6,7,Tous risques,Accident
1485280,BMW,Privé & trajet travail,Autres personnes sans activité professionnelle (APSAP),4,4,7,Célibataire,2008,Oui,22,13,4,Tous risques sérénité,Accident
1486105,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),3,5,3,Marié,1983,Non,51,15,14,Tous risques,Aucun accident
1489482,Chrysler,Privé,Retraités  (R),10,12,6,Inconnu,1964,Non,80,23,6,Tous risques,Accident
1490438,Fiat,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),8,12,5,Marié,1982,Non,48,5,5,Tiers,Aucun accident
1490467,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),8,5,3,Inconnu, ,Non, ,6,6,Tous risques,Aucun accident
1490560,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),10,11,4,Marié,1996,Oui,36,9,11,Tous risques sérénité,Aucun accident
1490896,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,4,5,Inconnu,1999,Non,39,18,7,Tous risques,Aucun accident
1491016,Saab,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,11,5,Marié,1999,Non,32,9,8,Tiers,Accident
1491511,Volkswagen,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),9,10,3,Célibataire,1998,Oui,32,6,11,Tous risques,Aucun accident
1491790,Renault,Privé & trajet travail,Employés (E),8,9,5,Marié,1985,Non,47,15,9,Tous risques,Aucun accident
1491988,Renault,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",4,3,3,Marié,2002,Oui,28,8,5,Tous risques,Accident
1492274,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,5,5,Inconnu,1992,Non,37,15,4,Tous risques sérénité,Accident
1492454,Lancia,Privé,Retraités  (R),8,8,2,Marié,1952,Oui,78,6,4,Tous risques,Aucun accident
1492680,Renault,Privé,Retraités  (R),8,9,4,Marié,1967,Oui,72,5,9,Tiers,Aucun accident
1492814,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),4,3,2,Inconnu, ,Non, ,11,26,Tous risques,Aucun accident
1493113,Citroën,Privé,Employés (E),6,6,4,Marié,1974,Non,56,28,12,Tous risques sérénité,Aucun accident
1493776,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,3,5,Marié,1979,Oui,55,12,4,Tous risques sérénité,Aucun accident
1494975,Renault,Privé & trajet travail,Employés (E),7,7,4,Marié,1982,Oui,51,5,6,Tous risques sérénité,Aucun accident
1495357,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,6,7,Inconnu,2001,Non,38,6,5,Tous risques,Aucun accident
1495884,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,4,1,Célibataire,2000,Non,30,6,12,Tous risques,Accident
1496209,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),10,12,4,Divorcé,1986,Non,51,17,4,Tous risques sérénité,Aucun accident
1496423,Volkswagen,Privé,Retraités  (R),4,3,3,Marié,1982,Oui,69,14,12,Tiers,Aucun accident
1496961,Renault,Privé,Professions intermédiaires (PI),4,6,3,Marié,1982,Non,49,23,5,Tous risques,Aucun accident
1497222,Peugeot,Privé & trajet travail,Ouvriers (O),9,9,7,Inconnu,2007,Non,37,9,4,Tous risques,Accident
1498292,Peugeot,Privé,Retraités  (R),5,4,7,Marié,1978,Non,67,19,13,Tous risques sérénité,Accident
1498950,Citroën,Privé,Retraités  (R),3,4,5,Marié,1963,Non,67,16,7,Tiers,Aucun accident
1499055,Honda,Privé & Professionnel,Professions intermédiaires (PI),7,9,7,Marié,1970,Non,69,7,35,Tous risques,Accident
1499357,Renault,Privé,Retraités  (R),9,9,6,Marié,1984,Oui,79,5,13,Tous risques,Aucun accident
1499385,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,7,5,Marié,1985,Oui,46,9,10,Tous risques sérénité,Aucun accident
1500499,Peugeot,Privé,Cadres et professions intellectuelles supérieures (CPIS),9,7,8,Marié,1979,Oui,52,5,5,Tous risques,Aucun accident
1500755,Peugeot,Privé & trajet travail,Employés (E),10,9,2,Célibataire,2000,Oui,31,10,6,Tous risques sérénité,Aucun accident
1501945,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,8,5,Marié,1997,Non,35,14,4,Tous risques,Accident
1502595,Citroën,Privé,Professions intermédiaires (PI),2,2,7,Divorcé,1990,Oui,54,24,4,Tous risques,Aucun accident
1502619,Peugeot,Privé,Professions intermédiaires (PI),8,8,5,Marié,1990,Oui,43,10,5,Tous risques sérénité,Accident
1502789,Peugeot,Privé & trajet travail,Employés (E),6,6,3,Célibataire,1997,Oui,33,6,8,Tous risques,Aucun accident
1502894,Volkswagen,Privé,Retraités  (R),4,3,8,Marié,1974,Oui,77,14,21,Tous risques,Accident
1504592,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,8,3,Marié,1986,Non,48,12,19,Tous risques,Accident
1504600,Peugeot,Privé & Professionnel,Professions intermédiaires (PI),8,9,4,Marié,1985,Non,52,7,6,Tiers,Aucun accident
1504936,Citroën,Privé & Professionnel,Agriculteurs exploitants (AE),2,3,2,Marié,1976,Oui,69,19,13,Tous risques,Aucun accident
1505327,Toyota,Privé & trajet travail,"Artisans, commerçants et chefs d’entreprise (ACCE)",9,14,8,Célibataire,1979,Non,52,8,5,Tous risques,Aucun accident
1506561,Saab,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,5,5,Marié,1993,Non,41,15,6,Tiers,Accident
1506584,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),4,4,4,Marié,1985,Non,46,17,6,Tous risques,Aucun accident
1506745,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,6,4,Marié,1980,Non,49,9,10,Tous risques sérénité,Aucun accident
1507409,Saab,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,7,7,Célibataire,2003,Oui,27,5,7,Tous risques,Accident
1507641,Renault,Privé & trajet travail,Employés (E),8,8,5,Marié,1974,Non,56,7,8,Tous risques,Aucun accident
1507678,Renault,Privé & trajet travail,Employés (E),6,5,3,Célibataire,1996,Oui,35,9,7,Tiers,Aucun accident
1507697,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),8,9,2,Célibataire,1994,Oui,39,15,10,Tous risques sérénité,Accident
1508046,Renault,Privé,Professions intermédiaires (PI),8,9,9,Marié,1980,Oui,53,15,7,Tous risques,Accident
1508403,Renault,Privé,Retraités  (R),6,5,3,Célibataire,1983,Non,62,5,11,Tous risques,Aucun accident
1508879,Peugeot,Privé,Cadres et professions intellectuelles supérieures (CPIS),6,5,2,Marié,2003,Non,28,14,5,Tous risques,Aucun accident
1509137,Peugeot,Privé & Professionnel,Agriculteurs exploitants (AE),10,9,3,Célibataire,1997,Oui,33,10,5,Tous risques sérénité,Aucun accident
1509219,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),6,5,3,Marié,1990,Non,42,5,5,Tous risques sérénité,Aucun accident
1509968,Ford,Privé & trajet travail,Employés (E),5,6,3,Marié,1992,Oui,39,17,20,Tiers,Accident
1510205,Alfa Romeo,Privé,Cadres et professions intellectuelles supérieures (CPIS),9,12,9,Marié,1979,Oui,52,5,5,Tous risques sérénité,Aucun accident
1510239,Peugeot,Privé,Retraités  (R),8,8,4,Marié,1969,Oui,83,8,4,Tous risques sérénité,Accident
1510385,Saab,Privé,Cadres et professions intellectuelles supérieures (CPIS),6,5,5,Célibataire,1995,Non,34,18,5,Tiers,Accident
1510660,Autres,Privé,Cadres et professions intellectuelles supérieures (CPIS),11,18,8,Marié,1998,Oui,34,9,5,Tous risques,Aucun accident
1510978,Renault,Privé & Professionnel,Agriculteurs exploitants (AE),8,6,3,Marié,1967,Oui,67,7,15,Tous risques sérénité,Aucun accident
1511110,Peugeot,Privé,Retraités  (R),7,6,2,Marié,1966,Oui,65,8,7,Tous risques sérénité,Aucun accident
1511630,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,7,5,Marié,1994,Oui,37,11,5,Tous risques,Accident
1511736,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,8,4,Marié,1991,Oui,39,14,6,Tous risques sérénité,Aucun accident
1511849,Volkswagen,Privé,Retraités  (R),4,5,3,Marié,1982,Oui,77,5,12,Tous risques sérénité,Aucun accident
1512291,Peugeot,Privé & trajet travail,Employés (E),5,4,3,Marié,1981,Non,50,15,6,Tiers,Aucun accident
1512418,Ford,Privé & Professionnel,Agriculteurs exploitants (AE),6,9,4,Marié,1990,Oui,40,9,20,Tous risques,Aucun accident
1513100,Fiat,Privé,Retraités  (R),9,10,10,Marié,1944,Non,86,5,5,Tous risques,Accident
1513440,Renault,Privé,Retraités  (R),6,5,2,Inconnu,1946,Oui,85,5,5,Tiers,Accident
1513547,Toyota,Privé & trajet travail,"Artisans, commerçants et chefs d’entreprise (ACCE)",9,14,3,Marié,1981,Oui,49,12,7,Tous risques,Aucun accident
1514114,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,5,2,Célibataire,1997,Oui,36,9,15,Tous risques,Accident
1514582,Autres,Privé,Professions intermédiaires (PI),11,17,4,Marié,1951,Non,81,10,13,Tiers,Aucun accident
1514611,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),2,2,3,Marié,1991,Non,45,10,12,Tous risques,Aucun accident
1514791,Alfa Romeo,Privé & trajet travail,Employés (E),9,11,7,Marié,1984,Non,52,8,4,Tiers,Aucun accident
1514829,Ford,Privé & Professionnel,Employés (E),7,8,4,Célibataire,1994,Non,34,6,5,Tous risques,Aucun accident
1514934,Volkswagen,Privé & trajet travail,Employés (E),6,8,2,Inconnu,2005,Non,32,11,4,Tiers,Accident
1515617,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,4,5,Marié,1991,Non,40,13,8,Tiers,Aucun accident
1516083,Saab,Privé & trajet travail,"Artisans, commerçants et chefs d’entreprise (ACCE)",11,15,7,Marié,1993,Oui,37,4,4,Tous risques,Aucun accident
1516881,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,7,5,Marié,1999,Non,43,16,12,Tiers,Aucun accident
1517283,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),7,12,5,Inconnu, ,Non, ,7,7,Tiers,Aucun accident
1518002,Citroën,Privé & trajet travail,Employés (E),10,13,5,Marié,2000,Oui,32,10,9,Tous risques sérénité,Accident
1518158,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),6,5,5,Inconnu,2005,Non,28,13,6,Tous risques,Accident
1518992,Renault,Privé,Cadres et professions intellectuelles supérieures (CPIS),2,3,5,Marié,1979,Non,51,25,6,Tiers,Aucun accident
1518998,Peugeot,Privé & Professionnel,Agriculteurs exploitants (AE),7,7,4,Célibataire,1999,Non,32,12,9,Tiers,Accident
1519019,Renault,Privé,Cadres et professions intellectuelles supérieures (CPIS),7,5,3,Célibataire,1993,Oui,39,7,4,Tous risques sérénité,Accident
1519214,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),2,3,3,Marié,1994,Oui,37,21,4,Tous risques,Aucun accident
1519686,Citroën,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),3,4,3,Marié,1989,Oui,44,14,14,Tiers,Aucun accident
1519990,Renault,Privé & trajet travail,Employés (E),9,10,8,Inconnu,1986,Oui,45,8,18,Tous risques,Aucun accident
1520274,Renault,Privé & Professionnel,Agriculteurs exploitants (AE),6,6,5,Marié,1979,Oui,61,22,16,Tous risques,Accident
1520524,Peugeot,Privé,Cadres et professions intellectuelles supérieures (CPIS),5,4,6,Célibataire,2004,Non,26,17,6,Tous risques sérénité,Accident
1521204,Renault,Privé & Professionnel,"Artisans, commerçants et chefs d’entreprise (ACCE)",7,7,3,Inconnu, ,Non, ,4,4,Tous risques,Aucun accident
1522724,Porsche,Privé,Cadres et professions intellectuelles supérieures (CPIS),5,4,3,Inconnu,2003,Non,45,9,5,Tous risques sérénité,Aucun accident
1524887,Citroën,Privé,Professions intermédiaires (PI),2,2,2,Inconnu,1975,Oui,57,16,16,Tous risques,Aucun accident
1526083,Citroën,Privé & trajet travail,Employés (E),2,2,3,Marié,1989,Oui,42,11,7,Tous risques sérénité,Aucun accident
1526851,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,6,2,Inconnu,1994,Oui,37,7,5,Tous risques,Accident
1527075,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),2,3,4,Inconnu, ,Non, ,12,7,Tous risques sérénité,Aucun accident
1527635,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),6,7,8,Inconnu, ,Non, ,9,24,Tous risques,Aucun accident
1527745,Citroën,Privé,Retraités  (R),2,2,2,Inconnu,1994,Non,65,20,13,Tiers,Aucun accident
1528074,Renault,Privé & trajet travail,Ouvriers (O),2,3,7,Marié,1982,Non,50,16,6,Tous risques,Accident
1528373,Alfa Romeo,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),9,11,3,Marié,1982,Oui,48,10,4,Tous risques,Aucun accident
1528781,BMW,Privé,Retraités  (R),4,4,2,Inconnu,1972,Oui,63,10,14,Tous risques,Aucun accident
1529887,Peugeot,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),10,11,3,Inconnu,1993,Non,46,9,13,Tous risques,Aucun accident
1530604,Peugeot,Privé & trajet travail,Employés (E),4,4,3,Marié,1979,Oui,51,17,17,Tous risques,Aucun accident
1530875,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),6,6, ,Inconnu, ,Non, ,7,5,Tous risques,Aucun accident
1530944,Honda,Privé,Cadres et professions intellectuelles supérieures (CPIS),11,14,3,Célibataire,1978,Oui,53,9,4,Tous risques sérénité,Aucun accident
1530976,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,6,3,Marié,1973,Oui,58,6,7,Tous risques,Aucun accident
1531609,Lancia,Privé,Professions intermédiaires (PI),9,12,7,Marié,1981,Non,59,13,16,Tous risques,Aucun accident
1531764,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),2,3,3,Inconnu,1992,Oui,38,19,9,Tous risques,Aucun accident
1532046,Toyota,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),11,18,4,Inconnu, ,Non, ,5,6,Tiers,Aucun accident
1532203,Ford,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,4,3,Marié,2000,Oui,35,12,4,Tous risques,Accident
1532347,Citroën,Privé & Professionnel,Agriculteurs exploitants (AE),4,2,1,Marié,1984,Oui,47,10,4,Tous risques sérénité,Aucun accident
1533304,Renault,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),5,5,5,Inconnu,2002,Non,30,14,10,Tiers,Accident
1534703,Volkswagen,Privé & trajet travail,Cadres et professions intellectuelles supérieures (CPIS),7,7,5,Inconnu,1989,Oui,44,5,12,Tous risques sérénité,Aucun accident
1535220,Citroën,Privé,Employés (E),1,2,2,Marié,1990,Non,63,22,9,Tous risques,Aucun accident
1535503,Renault,Privé & Professionnel,Cadres et professions intellectuelles supérieures (CPIS),7,6,3,Inconnu, ,Non, ,4,6,Tous risques,Aucun accident
1536062,Citroën,Privé,Professions intermédiaires (PI),5,4,4,Marié,1986,Oui,64,11,5,Tiers,Aucun accident
1536196,Fiat,Privé,Professions intermédiaires (PI),6,7,2,Inconnu,1993,Oui, ,7,7,Tous risques sérénité,Aucun accident
