ID|Comments|CHURN
1101|Said his battery never has worked well. Wants a new phone ASAP.|Vol
3719|He expected significantly better Technical Support.|Vol
2597|Wants to change address.|Vol
1786|He claims his bill always seemed to have calls he did not make.|Current
2995|Asked about how to change his ring tones. Referred him to web site.|Current
2794|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
246|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2300|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
3424|He hates his phone. He can not understand why we gave him such a horrible "piece of rubbish". I tried to explain that he could bring it in for service, but he just wants a new phone. He does not want to waste any more time with the 3399. I asked customer car|Current
3106|Can't get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.|Vol
1363|Handset sucked|Current
3418|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
721|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1255|The handset never worked well after I dropped it in the toilet. I am surprised it ever worked after that.|Current
203|He did not realize that changing his rate plan effected the date on his contract. When he found that out he could not wait till his contract ends.|Current
1799|Wants to know when we will unlimited Internet minutes.|Current
749|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
478|Really is unhappy with the website. Claims the self service stuff does not work.|Vol
422|Asked about how to change his ring tones. Referred him to web site.|Current
878|He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame.|Current
3222|Wants to add another phone. Contacting provisioning.|Vol
2575|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
3717|He expected significantly better Technical Support.|Vol
1157|He found a better rate and no contract. He said he cold not wait until his contract expired.|Current
180|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Vol
901|Wants to know how to do text messaging. Referred him to web site.|Current
2428|He hates his phone. He can not understand why we gave him such a horrible "piece of rubbish". I tried to explain that he could bring it in for service, but he just wants a new phone. He does not want to waste any more time with the 3399. I asked customer car|Current
1020|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Vol
793|Your customer handset was really bad. I had to wait forever to get help.|Current
784|The reception near his home is really horrible. He knows exactly when his calls will drop. He wants to know what we are going to do to fix this? He says that if we do not fix it he will go to a different cell company and since we can not keep our end of t|Vol
2093|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Current
1059|Said his battery never has worked well. Wants a new phone ASAP.|Current
1443|Asked about how to change his ring tones. Referred him to web site.|Vol
2183|Wanted more information on the family plan. Also asked about how he could use call screening.|Current
1848|Lost the directions to phone and wants another manual. I referred him to web site.|Current
2000|Wants to change address.|Current
748|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
755|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
533|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1084|I expected significantly better Technical Support.|Vol
1765|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1826|He does not know if the problems are related to the phone or if it is just the battery.|Vol
2507|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Current
2913|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1785|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3582|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
3321|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
3522|Needed help figuring out his bill. I explained our minute charges.|Current
3715|He expected significantly better Technical Support.|Vol
2097|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Current
2807|Asked about how to change his ring tones. Referred him to web site.|Vol
2492|Asked about how to change his ring tones. Referred him to web site.|Current
2750|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
2289|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Vol
3413|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
2104|Hopes to get an additonal line working by the end of the week for his wife.|Current
981|Needed help figuring out his bill. I explained our minute charges.|Current
2264|Called about new plan. Might switch soon. Wants more minutes.|Current
3226|Wants information on our Internet service. Referred him to web site.|Current
2531|Really is unhappy with the website. Claims the self service stuff does not work. In addition thinks he phone does not work well.|Current
2576|Asked how to disable call waiting. referred him to web site.|Current
2063|Asked how to disable call waiting. referred him to web site.|Current
3104|Can't get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.|Vol
554|He charges it and after a couple of calls it simply dies on him. He replaced the battery per our suggestion and he still has the same problem.|Current
2886|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Current
242|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3701|He expected significantly better Technical Support.|Vol
2581|Asked how to disable call waiting. referred him to web site.|Vol
934|Asked about how to change his ring tones. Referred him to web site.|Current
2527|Needed help figuring out his bill. I explained our minute charges.|Current
3038|Really is unhappy with the website. Claims the self service stuff does not work.|Vol
2004|Wants to change address.|Current
3469|Wants information on our Internet service. Referred him to web site.|Current
2328|Wants to change address.|Vol
3695|Wants to know how to do text messaging. Referred him to web site.|Current
388|Wants to know how to do text messaging. Referred him to web site.|Current
1134|Wants to change address.|Current
356|Can not believe the roaming charges. He said that when he signed up that the sales person misled him with respect to what would be covered. In addition, he thinks that the reception in many of the cities he travels to is inadequate.|Vol
2894|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
1359|He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame.|Current
3645|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
849|He found a phone and wanted to know what to do with it. He said it was one of ours, but that the battery was dead. Asked who he should send it too.|Vol
267|Says that his Web reception really is just to slow. Wants to know when he can expect this to work at a decent rate of speed? He also wants to know why it worked so much better at the store?|Current
744|I suspect that the handset on my phone was defective from the day I bought it.|Current
3641|Hopes to get an additonal line working by the end of the week for his wife.|Vol
2795|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
484|Really is unhappy with the website. Claims the self service stuff does not work.|Vol
3555|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Vol
124|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Current
3713|Wants information on our Internet service. Referred him to web site.|Current
2509|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
2470|Wants to add another phone. Contacting provisioning.|Vol
194|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1285|He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?|Current
401|Wants to know how to do text messaging. Referred him to web site.|Current
2858|Said his battery never has worked well. Wants a new phone ASAP.|Vol
2681|Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.|Current
2015|Really is unhappy with the website. Claims the self service stuff does not work. In addition thinks he phone does not work well.|Current
800|transferred to manager ASAP|Vol
3544|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
875|He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame.|Current
174|Asking for a change of address and wants to switch plans. Transeffered him to customer care.|Vol
3325|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1286|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
237|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
753|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1656|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Current
1468|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Current
2274|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2613|Said his battery never has worked well. Wants a new phone ASAP.|Current
2648|Wants to add another phone. Contacting provisioning.|Current
3779|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3752|Called about new plan. Might switch soon. Wants more minutes.|Current
2248|Called about new plan. Might switch soon. Wants more minutes.|Current
2259|Needed help figuring out his bill. I explained our minute charges.|Vol
939|Asked about how to change his ring tones. Referred him to web site.|Current
1242|I needed a handset which also functioned as a PDA. You did not offer such a model.|Current
1466|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
2865|Said his battery never has worked well. Wants a new phone ASAP.|Vol
1678|Hopes to get an additonal line working by the end of the week for his wife.|Current
1485|Wants to change address.|Vol
636|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Current
2605|Said his battery never has worked well. Wants a new phone ASAP.|Current
3599|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1967|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
606|He expected significantly better Technical Support.|Vol
710|Wants information on our Internet service. Referred him to web site.|Vol
3204|Wanted more information on the family plan. Also asked about how he could use call screening.|Current
1601|Claims the phone does not work well. If the phone does not work consistently why should he pay consisitently. Good point.|Vol
847|He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame.|Current
1490|Wants to change address.|Current
3611|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
706|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2030|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Vol
3000|Asked about how to change his ring tones. Referred him to web site.|Current
276|The customer wold like to change his address, and complained this should be significantly easier. I am not sure what he means by self service. He also thought the phone sucked.|Current
1486|Wants to add additional lines for family. Needs more info on rates.|Vol
468|Wants to change address.|Current
3064|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
620|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
762|He claims his bill always seemed to have calls he did not make.|Current
2845|Asked how to disable call waiting. referred him to web site.|Vol
1204|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Vol
313|Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.|Current
3668|He hates his phone. He can not understand why we gave him such a horrible "piece of rubbish". I tried to explain that he could bring it in for service, but he just wants a new phone. He does not want to waste any more time with the 3399. I asked customer car|Current
450|Called about new plan. Might switch soon. Wants more minutes.|Current
1611|He asked for a new phone number. I referred him to customer care.|Current
2286|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2988|Wants a new faceplate.|Current
1962|Asked about how to change his ring tones. Referred him to web site.|Current
87|He expected significantly better Technical Support.|Vol
1249|Is it possible that the handset is causing brain cancer. I heard about this from the news.|Current
407|Wants information on our Internet service. Referred him to web site.|Current
935|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
440|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
3244|Asked about how to change his ring tones. Referred him to web site.|Current
3326|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
3709|He expected significantly better Technical Support.|Vol
2362|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Current
2003|Wants to change address.|Current
535|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1320|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
3285|Called about new plan. Might switch soon. Wants more minutes.|Current
510|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1302|Said his battery never has worked well. Wants a new phone ASAP.|Vol
580|Does not understand why his phone dies everytime he gets to a certain intersection. I explained the concept of towers and wholes in coverage. He said that the sales person never told him about this. He wanted to know when we would fix such holes.|Vol
1310|transferred to manager ASAP|Vol
3632|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Vol
458|Wants to change address.|Vol
868|Can not believe the roaming charges. He said that when he signed up that the sales person misled him with respect to what would be covered. In addition, he thinks that the reception in many of the cities he travels to is inadequate.|Vol
1193|Needed help figuring out his bill. I explained our minute charges.|Vol
477|Needed help figuring out his bill. I explained our minute charges.|Current
1416|Wants to know how to do text messaging. Referred him to web site.|Current
1464|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
1502|Really is unhappy with the website. Claims the self service stuff does not work.|Vol
1780|Phone sucked|Current
2668|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3824|Said his battery never has worked well. Wants a new phone ASAP.|Vol
236|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
829|He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.|Vol
1772|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
650|Wants to change address.|Current
263|Wants to know when we will unlimited Internet minutes.|Current
955|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
3495|Wants to know how to do text messaging. Referred him to web site.|Current
2176|He found a phone and wanted to know what to do with it. He said it was one of ours, but that the battery was dead. Asked who he should send it too.|Vol
3158|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2294|Asked about how to change his ring tones. Referred him to web site.|Vol
982|Needed help figuring out his bill. I explained our minute charges.|Vol
1788|The handset reception was worse than abysmal.|Current
1141|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2804|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1418|Wants a new faceplate.|Current
1591|He asked for a new phone number. I referred him to customer care.|Current
130|This customer was very unhappy. He said he will not pay until we get him a new phone. Furthermore, he sees no reason why he should pay for a service that "did not work".|Current
1385|He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.|Vol
840|He asked for a new phone number. I referred him to customer care.|Current
3171|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
110|Wants to change address.|Vol
78|He asked for a new phone number. I referred him to customer care.|Current
1927|Wants a new faceplate.|Vol
3082|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2338|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
2191|Wants a new faceplate.|Current
2559|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Vol
3728|He expected significantly better Technical Support.|Vol
3607|Lost his charger and wants to know where he can another ASAP. I suggested local store.|Vol
2499|Wants to know how to do text messaging. Referred him to web site.|Current
818|He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?|Vol
1533|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Vol
302|Asked about how to change his ring tones. Referred him to web site.|Current
3196|can't figure out how to check his vm when out of area. I referred him to our web site.|Current
1849|Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.|Current
3349|Wants to change address.|Vol
3400|Wants to add another phone. Contacting provisioning.|Current
2282|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3306|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Vol
586|Really wants the new phone from XVYX which has the PDA built in.|Current
1578|He charges it and after a couple of calls it simply dies on him. He replaced the battery per our suggestion and he still has the same problem.|Current
2635|Hopes to get an additonal line working by the end of the week for his wife.|Current
957|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
3412|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1518|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Vol
3674|Wants a new number because he keeps on getting calls for a Mr. Napeleon Leroy.|Vol
3384|Needed help figuring out his bill. I explained our minute charges.|Vol
1144|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Current
1559|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2442|He asked for a new phone number. I referred him to customer care.|Current
2752|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
3512|Called about new plan. Might switch soon. Wants more minutes.|Current
3401|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2351|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
481|Called about new plan. Might switch soon. Wants more minutes.|Current
40|Said his battery never has worked well. Wants a new phone ASAP.|Vol
548|Said his battery never has worked well. Wants a new phone ASAP.|Vol
14|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1120|He expected significantly better Technical Support.|Vol
1705|Needed help figuring out his bill. I explained our minute charges.|Vol
3206|Wants to know how to do text messaging. Referred him to web site.|Current
3650|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2604|Said his battery never has worked well. Wants a new phone ASAP.|Current
1773|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2167|Lost the directions to phone and wants another manual. I referred him to web site.|Current
1408|Handset sucked|Vol
1005|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1994|Wants to change address.|Vol
2119|Needed help figuring out his bill. I explained our minute charges.|Vol
244|Phone sucked|Current
508|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Current
2151|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2013|Needed help figuring out his bill. I explained our minute charges.|Current
3450|Wants to know how to do text messaging. Referred him to web site.|Current
1406|He found a better rate and no contract. He said he cold not wait until his contract expired.|Current
2262|Really is unhappy with the website. Claims the self service stuff does not work. In addition thinks he phone does not work well.|Current
2473|Wants information on our Internet service. Referred him to web site.|Current
1132|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
3513|Called about new plan. Might switch soon. Wants more minutes.|Current
1230|Wants to add another phone. Contacting provisioning.|Current
3731|Asked about how to change his ring tones. Referred him to web site.|Vol
2162|Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate plans as well.|Vol
3024|Called about new plan. Might switch soon. Wants more minutes.|Current
3438|He asked for a new phone number. I referred him to customer care.|Current
1743|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
85|Really wants the new phone from XVYX which has the PDA built in.|Current
2280|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1657|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
2718|Wants information on our Internet service. Referred him to web site.|Current
2702|Wants to know how to do text messaging. Referred him to web site.|Current
405|Needed help figuring out his bill. I explained our minute charges.|Current
2155|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1940|Wants to add another phone. Contacting provisioning.|Vol
2182|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
1769|The signal on my handset was always weak. Even when I replaced the battery.|Current
1576|Said his battery never has worked well. Wants a new phone ASAP.|Vol
736|The handset really sucked. I could not hear anything near my house.|Current
3039|Really is unhappy with the website. Claims the self service stuff does not work. In addition thinks he phone does not work well.|Current
1128|Can't get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.|Vol
1428|Wants to add another phone. Contacting provisioning.|Vol
2009|Needed help figuring out his bill. I explained our minute charges.|Current
1542|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
404|Wants to add another phone. Contacting provisioning.|Vol
3659|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
926|Wants a new faceplate.|Current
3811|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
848|can't figure out how to check his vm when out of area. I referred him to our web site.|Current
3663|The clearity of the calls was bad. Way too much static on the handset.|Vol
2253|Wants to change address.|Current
814|Asked about how to change his ring tones. Referred him to web site.|Current
3801|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Current
861|Handset sucked|Vol
1323|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Vol
3169|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
2005|Needed help figuring out his bill. I explained our minute charges.|Current
3183|Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate plans as well.|Vol
326|transferred to manager ASAP|Vol
1842|He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?|Vol
2011|Needed help figuring out his bill. I explained our minute charges.|Current
746|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
855|Does not like the way the phone works. It is to difficult compared to his last phone.|Current
260|I expected significantly better service.|Current
2008|Needed help figuring out his bill. I explained our minute charges.|Vol
2921|I suspect that the handset on my phone was defective from the day I bought it.|Current
3328|Asked how to disable call waiting. referred him to web site.|Current
1573|Said his battery never has worked well. Wants a new phone ASAP.|Vol
127|Lost his charger and wants to know where he can another ASAP. I suggested local store.|Vol
499|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3580|Asked how to disable call waiting. referred him to web site.|Vol
1244|The handset really sucked. I could not hear anything near my house.|Current
681|Needed help figuring out his bill. I explained our minute charges.|Vol
2438|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
2239|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
38|Said his battery never has worked well. Wants a new phone ASAP.|Vol
1306|Said his battery never has worked well. Wants a new phone ASAP.|Vol
1918|He found a better rate and no contract. He said he cold not wait until his contract expired.|Current
858|He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.|Vol
1184|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
370|He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.|Current
2645|Hopes to get an additonal line working by the end of the week for his wife.|Vol
2616|Hopes to get an additonal line working by the end of the week for his wife.|Current
3051|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
243|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
220|The handset really sucked. I could not hear anything near my house.|Current
2777|Called about new plan. Might switch soon. Wants more minutes.|Current
332|Called to change his address and see if he could get a new number since he is moving to a different city.|Vol
565|He asked for a new phone number. I referred him to customer care.|Current
3190|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
1265|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
29|Asked how to disable call waiting. referred him to web site.|Vol
3825|Said his battery never has worked well. Wants a new phone ASAP.|Vol
1262|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1330|He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?|Vol
2630|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
472|Needed help figuring out his bill. I explained our minute charges.|Vol
1032|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
222|The handset really sucked. I could not hear anything near my house.|Vol
2458|Wants to know how to do text messaging. Referred him to web site.|Current
2378|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Current
2802|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Vol
2223|Asked about how to change his ring tones. Referred him to web site.|Current
726|He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame. He was replaced it, but still has the same problem.|Current
834|transferred to manager ASAP|Vol
1696|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
249|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2951|Called to change his address and see if he could get a new number since he is moving to a different city.|Vol
2136|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2539|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2052|Wants to get an additional line working by the end of the week for his goat.|Current
65|Claims the phone does not work well. If the phone does not work consistently why should he pay consisitently. Good point.|Vol
2671|I wished the handset was bigger. It is uncomfortable using the handset for a long time.|Vol
3347|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
337|He found a phone and wanted to know what to do with it. He said it was one of ours, but that the battery was dead. Asked who he should send it too.|Vol
1742|Wants to add another phone. Contacting provisioning.|Current
1512|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2637|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Current
1958|Asked about how to change his ring tones. Referred him to web site.|Current
1238|He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame. He was replaced it, but still has the same problem.|Current
1271|The clearity of the calls was bad. Way too much static on the handset.|Vol
1403|He found a better rate and no contract. He said he cold not wait until his contract expired.|Current
1957|Asked about how to change his ring tones. Referred him to web site.|Vol
3662|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2939|Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate plans as well.|Vol
2966|Wants to know how to do text messaging. Referred him to web site.|Current
3808|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
608|He expected significantly better Technical Support.|Vol
3483|Asked about how to change his ring tones. Referred him to web site.|Current
1519|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
941|Asked about how to change his ring tones. Referred him to web site.|Current
2856|Said his battery never has worked well. Wants a new phone ASAP.|Vol
2232|Wants to know how to do text messaging. Referred him to web site.|Vol
2774|Really is unhappy with the website. Claims the self service stuff does not work.|Vol
1312|transferred to manager ASAP|Vol
349|Handset sucked|Vol
3822|Said his battery never has worked well. Wants a new phone ASAP.|Vol
331|transferred to manager ASAP|Vol
288|transferred to manager ASAP|Current
2731|Asked about how to change his ring tones. Referred him to web site.|Current
315|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
295|He does not know if the problems are related to the phone or if it is just the battery.|Vol
1607|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
241|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3145|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Current
3602|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Current
2040|Wants to get an additional line working by the end of the week. Forwarded him on to customer care.|Vol
996|Really is unhappy with the website. Claims the self service stuff does not work.|Vol
2622|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Current
851|Handset sucked|Current
2786|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
882|He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.|Current
1463|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
1258|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1413|Wants to know how to do text messaging. Referred him to web site.|Current
2735|Asked about how to change his ring tones. Referred him to web site.|Current
3569|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
1047|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
492|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
2695|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
1355|transferred to manager ASAP|Current
1276|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2734|Asked about how to change his ring tones. Referred him to web site.|Current
1317|Said his battery never has worked well. Wants a new phone ASAP.|Vol
2169|Wanted to know the nearest store location. Wants to buy additional accessories.|Vol
2415|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
785|His phone still does not work properly. He can not understand it. His last phone worked great, but this phone is constanly dropping calls. He asked what he could do? He really just wants his old phone back at this point.|Vol
3066|Needs help with basic phone usage. I suggested he go back to the store and ask for some help.|Current
1846|He does not know if the problems are related to the phone or if it is just the battery.|Vol
2965|Wants a new faceplate.|Vol
2615|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
3766|Needed help figuring out his bill. I explained our minute charges.|Vol
1275|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
109|Can't get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.|Vol
1222|Wants information on our Internet service. Referred him to web site.|Vol
3081|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
536|Asked how to disable call waiting. referred him to web site.|Current
672|Wanted to know the nearest store location. Wants to buy additional accessories.|Current
1910|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
3488|Asked about how to change his ring tones. Referred him to web site.|Current
1950|Wants a new faceplate.|Current
1105|Said his battery never has worked well. Wants a new phone ASAP.|Vol
3594|Can't get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.|Vol
431|Wants to change rate plans to get family all on same bill. I transferred him to customer care.|Vol
1868|Called to change his address and see if he could get a new number since he is moving to a different city.|Vol
2060|Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.|Current
2363|He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.|Vol
1841|He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?|Vol
3197|He found a phone and wanted to know what to do with it. He said it was one of ours, but that the battery was dead. Asked who he should send it too.|Vol
